limit_bal,gender,education,marriage,age,pay_stat_sep,pay_stat_aug,pay_stat_jul,pay_stat_jun,pay_stat_may,pay_stat_apr,bill_amt_sep,bill_amt_aug,bill_amt_jul,bill_amt_jun,bill_amt_may,bill_amt_apr,pay_amt_sep,pay_amt_aug,pay_amt_jul,pay_amt_jun,pay_amt_may,pay_amt_apr,pay_status_total,total_bill_amount,total_paid_amount,default
180000,2,1.0,2.0,32,2,2,2,2,2,2,73618,76990,78181,82645,84739,83282,4500,3000,5700,3500,0,3200,12,479455,19900,1
400000,1,2.0,1.0,42,0,0,0,0,0,0,286710,280752,284624,237176,211342,208432,11011,9816,8000,7824,8700,6500,0,1509036,51851,0
20000,1,2.0,2.0,24,3,2,0,0,-1,-1,18937,18350,18918,19323,13180,5200,0,1251,656,13180,5200,0,3,93908,20287,0
30000,2,1.0,2.0,26,-1,-1,-1,-1,0,0,125,125,125,4671,25871,15222,125,125,4671,25000,3000,2256,-4,46139,35177,0
20000,2,2.0,1.0,22,2,2,2,2,2,2,20439,20564,20479,19415,20540,20903,1602,900,0,1800,850,0,12,122340,5152,1
180000,2,2.0,1.0,34,2,2,2,2,2,2,93155,95008,97088,98093,99578,101828,4300,4500,3500,4000,4000,4000,12,584750,24300,1
180000,2,2.0,1.0,34,0,0,-2,-1,0,0,25000,0,0,6398,15218,24901,0,0,6398,9000,10000,500,-3,71517,25898,0
100000,2,3.0,1.0,50,2,2,2,-1,0,0,110537,99734,99973,71008,66735,68621,0,3000,103000,2500,3000,3000,5,516608,114500,1
100000,1,2.0,1.0,42,0,0,0,0,0,0,98430,99998,16138,17758,18774,20272,5000,2000,2000,2000,2000,2000,0,271370,15000,0
440000,2,2.0,1.0,32,2,0,0,0,0,0,339410,324469,324109,287932,287892,276902,11500,11129,10300,11098,11200,12000,2,1840714,67227,0
10000,1,2.0,2.0,31,-1,-1,-1,-1,-1,-2,390,390,0,780,0,0,390,0,780,0,0,0,-7,1560,1170,0
240000,2,1.0,2.0,29,0,0,0,0,0,0,191059,197548,203823,216971,223048,228755,10000,10000,17000,10000,10000,8000,0,1261204,65000,0
60000,2,3.0,1.0,46,2,3,3,3,2,2,44030,44509,44999,45463,45918,47863,1500,1500,1500,1500,3000,5300,15,272782,14300,1
160000,2,1.0,2.0,27,-2,-2,-2,-2,-2,-2,717,3265,5105,3326,5482,2698,3269,5109,3328,5494,2864,2367,-12,20593,22431,1
180000,1,1.0,2.0,29,-1,-1,-1,-1,-1,-1,1124,18213,4390,1016,4745,0,18213,4390,1016,4745,0,0,-6,29488,28364,0
150000,2,1.0,2.0,28,-1,-1,-2,-1,-1,-2,3752,2730,500,2727,712,0,2730,500,2727,712,0,0,-8,10421,6669,0
210000,1,2.0,1.0,30,-1,-1,-1,-1,-1,-1,820,820,820,820,820,820,820,820,820,820,820,970,-6,4920,5070,0
240000,2,1.0,2.0,34,2,0,0,0,0,0,5488,1788,2840,3750,4750,-10,1700,1090,1000,1000,0,0,2,18606,4790,1
300000,2,1.0,2.0,37,1,2,0,0,0,0,34085,29305,25945,22318,18636,15374,0,1380,753,630,1000,500,3,145663,4263,0
280000,1,1.0,2.0,41,-2,-2,-2,-2,-2,-2,5819,14656,8971,5747,11927,40170,3683,9059,5787,11985,40370,8314,-12,87290,79198,0
230000,2,3.0,1.0,37,0,0,0,0,0,0,228342,189966,142377,143828,143698,143342,6100,7000,5356,5400,5200,5500,0,991553,34556,0
210000,2,2.0,1.0,28,-2,-2,-2,-2,-2,-2,1412,1194,404,2851,2959,693,1194,404,2851,2959,782,2657,-12,9513,10847,1
20000,2,2.0,3.0,47,1,2,0,0,0,0,9325,8562,9571,9912,10036,10400,1000,1159,500,432,600,0,3,57806,3691,0
430000,2,2.0,1.0,47,-1,-1,-1,-1,-1,-1,1343,909,5271,757,157,157,909,5319,757,157,157,5989,-6,8594,13288,0
30000,2,1.0,2.0,24,1,2,0,0,2,2,29846,28941,18643,19005,12751,10891,0,4000,600,0,2500,419,7,120077,7519,0
300000,2,1.0,2.0,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0
50000,1,2.0,2.0,25,2,0,0,0,0,0,47987,49084,46759,8195,8367,8534,2690,2359,293,304,306,316,2,168926,6268,1
260000,1,2.0,2.0,32,0,0,0,0,0,0,170276,164617,150188,138975,134225,128321,6200,6000,6000,5006,5006,6006,0,886602,34218,1
50000,1,2.0,2.0,26,1,2,0,0,2,2,16412,15851,16889,19909,19291,20675,0,1294,3314,0,1700,0,7,109027,6308,0
210000,2,4.0,2.0,27,1,-2,-1,-1,-2,-2,0,0,780,0,0,0,0,780,0,0,0,0,-7,780,780,0
260000,2,1.0,2.0,28,0,0,0,0,0,0,207593,205105,209805,203532,199611,94363,7011,11932,4709,6087,0,1600,0,1120009,31339,0
180000,2,1.0,2.0,29,-2,-2,-2,-2,-2,-2,100,0,0,0,0,0,0,0,0,0,0,0,-12,100,0,0
180000,2,2.0,2.0,24,0,0,0,0,-1,0,8031,9269,9029,11186,23320,6666,2009,2626,3000,23320,1000,1000,-1,67501,32955,1
300000,2,3.0,1.0,34,0,0,0,0,0,0,280823,275303,271952,193403,187562,191069,11000,12000,7200,6500,6173,5500,0,1400112,48373,1
70000,1,2.0,1.0,41,1,2,2,2,0,0,34779,35921,36536,35651,36427,37169,2000,1500,0,1500,1500,3000,7,216483,9500,0
20000,1,2.0,2.0,21,0,0,2,0,0,-2,19277,20997,20200,20000,0,0,5000,0,0,0,0,0,0,80474,5000,1
180000,2,1.0,2.0,27,0,0,0,0,0,0,95757,98098,101255,101341,98419,85259,3880,5114,3238,3401,2980,3000,0,580129,21613,0
360000,2,2.0,1.0,30,0,0,-1,-1,-1,-1,6419,5290,1330,2255,4164,0,1067,1341,2255,4164,0,211,-4,19458,9038,0
90000,2,2.0,2.0,24,0,0,0,0,0,0,84137,85684,87396,67761,65602,65902,3210,3503,2420,2400,2400,2694,0,456482,16627,0
90000,1,1.0,2.0,23,0,0,0,0,0,-1,90888,85293,69482,60244,22640,3270,6000,4008,30055,15050,3270,16488,-1,331817,74871,0
50000,2,1.0,2.0,52,2,0,0,0,-2,-1,6379,3257,4166,0,0,318,1091,1000,0,0,318,0,-1,14120,2409,0
320000,1,2.0,1.0,41,1,-2,-2,-2,-2,-2,0,0,0,0,700,860,0,0,0,700,860,2420,-9,1560,3980,1
100000,2,2.0,2.0,28,0,0,0,0,0,0,50697,51813,53416,32422,33177,42560,1959,2545,1513,1268,10000,10000,0,264085,27285,0
140000,1,3.0,1.0,58,2,0,0,0,0,0,98985,98702,96753,94310,92182,88818,4520,4034,5050,6034,3202,5000,2,569750,27840,0
210000,2,1.0,2.0,29,-1,-1,-1,-1,-1,-1,18662,6220,199,0,10024,-18,6224,199,200,10024,0,0,-6,35087,16647,0
180000,2,1.0,1.0,41,0,0,0,0,0,-1,55193,48257,42128,39654,42954,22543,5000,6000,10000,15000,23000,5445,-1,250729,64445,0
110000,2,1.0,2.0,26,0,0,0,0,-2,-2,104804,107979,93600,0,0,0,4988,1872,0,0,0,0,-4,306383,6860,0
120000,2,2.0,1.0,38,0,0,0,0,0,2,50721,25967,25949,25619,4456,2714,1667,1967,1650,500,0,1500,2,135426,7284,0
20000,2,2.0,2.0,37,1,2,0,0,0,2,16174,15617,16646,17648,18819,17992,0,1285,1287,1458,0,644,5,102896,4674,1
60000,1,2.0,2.0,29,2,2,2,2,2,2,35932,35060,38176,38452,39423,38660,0,4000,1200,1900,0,2900,12,225703,10000,1
160000,2,1.0,2.0,28,0,0,0,0,0,0,118695,125186,131648,137902,145046,152551,10000,10000,10000,10000,10000,6000,0,811028,56000,0
100000,2,1.0,1.0,39,2,2,2,2,2,2,94732,97284,99542,99898,99786,97670,5000,4700,2950,3100,5,6170,12,588912,21925,1
290000,2,2.0,2.0,34,0,0,0,0,0,0,284150,288493,295333,285867,240773,242655,12000,12500,11000,8000,9300,9000,0,1637271,61800,0
80000,2,2.0,1.0,35,2,2,2,0,0,2,22001,23339,22677,23692,25406,26050,2000,0,1395,2109,1196,0,8,143165,6700,1
140000,1,2.0,1.0,28,0,0,0,0,0,0,110384,106389,97978,98857,101264,103524,3729,3539,3538,4000,4097,3631,0,618396,22534,1
80000,2,2.0,1.0,42,0,0,0,-1,-1,0,43045,43024,9821,600,53900,55000,1301,5098,600,53900,1100,10000,-2,205390,71999,1
320000,1,3.0,1.0,50,0,0,2,0,0,2,29943,32751,18262,18157,19043,17759,4300,0,1000,2000,0,1000,4,135915,8300,0
360000,2,3.0,1.0,38,1,2,2,0,0,0,29773,24395,22285,21359,21581,16065,2000,0,687,3864,1065,11500,5,135458,19116,0
20000,2,2.0,2.0,27,-1,2,0,0,0,2,20556,19403,13536,17623,18662,10243,8,2072,15000,1500,0,10000,3,100023,28580,0
430000,2,1.0,2.0,33,0,0,0,0,2,2,40984,37873,34499,28300,24237,12860,10000,5000,10000,0,4000,10000,4,178753,39000,0
30000,2,3.0,2.0,38,0,0,0,0,0,0,25546,28820,28538,28208,29326,29508,3700,718,1500,1500,3000,12357,0,169946,22775,1
210000,2,1.0,1.0,29,-1,-1,-1,-1,-1,-1,742,742,742,742,742,316,742,742,742,742,316,746,-6,4026,4030,0
20000,1,2.0,2.0,32,2,0,0,0,0,0,18996,19316,20330,20515,20424,19996,1325,1339,1609,823,723,1705,2,119577,7524,0
320000,1,2.0,2.0,36,2,0,0,2,0,0,283743,289508,302561,283356,275361,268871,12013,21041,1514,9122,9518,9209,4,1703400,62417,1
340000,2,2.0,2.0,25,1,-2,-2,-1,-1,-1,0,0,0,1888,4777,4752,0,0,1888,4777,4752,1888,-6,11417,13305,0
50000,1,2.0,1.0,24,-1,-1,-1,0,0,0,390,918,19583,19593,19364,19893,918,19583,1000,1000,1000,1000,-3,79741,24501,0
20000,2,2.0,1.0,30,1,-2,-1,2,2,-2,0,0,780,780,0,0,0,780,0,0,0,0,0,1560,780,1
420000,2,2.0,2.0,37,1,-1,0,0,-1,0,6277,30512,17516,8773,15437,26376,31326,1150,205,15442,22292,1003,-1,104891,71418,0
160000,1,1.0,1.0,41,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,1
80000,2,2.0,2.0,23,-2,-2,-2,-2,-2,-2,0,2946,390,390,390,780,4419,390,390,390,780,0,-12,4896,6369,0
50000,1,2.0,1.0,45,-1,-1,-1,-1,-1,-1,942,942,942,390,390,390,942,942,390,390,390,0,-6,3996,3054,1
260000,2,1.0,1.0,36,0,0,2,0,0,0,131971,139305,89200,79702,79025,79997,10000,0,3012,3000,3000,4000,2,599200,23012,0
10000,1,2.0,2.0,22,0,0,0,0,0,0,9358,7926,9310,9500,9700,10000,1216,2800,190,200,300,0,0,55794,4706,0
500000,2,1.0,2.0,44,-2,-2,-2,-2,-2,-2,0,5218,3981,0,3672,7617,5218,3981,0,3672,7617,2691,-12,20488,23179,0
50000,1,2.0,2.0,26,3,3,2,2,3,4,29373,28607,29843,32257,35421,36265,0,2000,3200,4000,2000,1500,17,191766,12700,1
390000,2,3.0,2.0,45,0,-1,-1,-1,-1,0,94373,2230,609,-3261,36635,38396,2230,609,0,40396,3000,105100,-4,168982,151335,0
60000,2,2.0,2.0,23,0,0,0,0,0,0,55765,56619,54636,18293,18107,18803,2600,1500,1000,1000,1000,3000,0,222223,10100,1
170000,2,2.0,1.0,45,-1,-1,0,0,0,0,12847,9807,8101,6208,10460,11143,9807,5000,3749,6711,4432,0,-2,58566,29699,0
360000,2,2.0,1.0,40,0,0,0,0,0,0,352583,343476,279728,264189,271688,288740,10461,10212,8000,10000,20000,10000,0,1800404,68673,0
160000,2,2.0,2.0,33,-1,-1,-1,0,0,0,11859,0,11354,13012,17388,24140,0,11354,2000,6000,13000,11000,-3,77753,43354,0
20000,2,3.0,1.0,47,0,0,0,-1,-1,-2,8152,7268,3699,780,0,0,1125,1000,780,0,0,0,-4,19899,2905,0
20000,1,2.0,1.0,48,-1,0,0,-2,-2,-2,10222,11400,0,0,0,0,1400,0,0,0,0,0,-7,21622,1400,0
60000,2,2.0,1.0,40,2,0,0,0,0,0,60211,55996,54178,44518,28636,28957,3000,2000,2000,3000,1300,1100,2,272496,12400,0
190000,1,2.0,2.0,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-12,0,0,1
210000,2,1.0,1.0,38,0,0,-1,-1,0,0,8420,8106,4168,23067,19972,45864,3000,4521,24000,10000,30000,6432,-2,109597,77953,0
220000,1,1.0,2.0,29,1,2,2,2,2,2,31012,30215,33117,32286,34320,33634,0,3400,0,2576,0,2671,11,194584,8647,1
180000,1,2.0,1.0,45,0,0,0,0,0,0,119109,119166,121661,122244,119536,109210,6000,6000,5000,4200,3862,3887,0,710926,28949,0
220000,1,1.0,1.0,39,0,0,0,0,0,0,75190,151004,152786,137946,118310,119147,100000,8000,6000,5000,5000,5000,0,754383,129000,0
360000,2,1.0,1.0,36,-1,-1,-1,0,0,-2,2471,467,10947,9594,0,0,1000,11000,0,0,0,37704,-5,23479,49704,0
50000,1,2.0,1.0,43,-1,2,-1,-1,2,-1,780,390,390,650,260,520,0,390,650,0,800,800,0,2990,2640,1
20000,2,3.0,1.0,47,0,0,0,0,2,0,19753,19728,19763,20240,18955,15255,1401,1306,2000,0,800,800,2,113694,6307,0
380000,2,2.0,2.0,31,0,0,0,0,0,0,200932,190991,175028,162699,138158,135920,10000,10000,5849,4570,5447,120000,0,1003728,155866,0
20000,1,1.0,2.0,29,3,2,2,2,0,0,16330,15784,18200,17613,18371,19865,0,3000,0,1200,1800,0,9,106163,6000,1
310000,2,2.0,1.0,46,-1,-1,-1,-1,-1,-2,12479,423,430,843,857,-777,423,430,845,857,628,0,-7,14255,3183,0
500000,1,1.0,2.0,33,0,-1,-1,0,0,0,76440,1397,56449,55121,54797,19732,1397,56449,1515,1426,747,1476,-2,263936,63010,0
410000,2,2.0,1.0,41,0,0,0,0,0,0,354506,363666,369776,368779,369358,368043,14600,15500,14000,13580,14000,19000,0,2194128,90680,1
20000,2,2.0,2.0,29,0,0,0,0,0,0,17648,13580,14204,15345,17764,20049,3000,5007,3000,3000,3000,3000,0,98590,20007,0
50000,2,3.0,2.0,49,0,0,2,0,0,0,46468,50669,48701,49066,30177,29274,5000,0,2500,1151,1156,1052,2,254355,10859,1
30000,2,2.0,2.0,22,0,0,-1,-1,2,2,17358,-36,23114,24727,24192,25905,0,23150,2000,0,2119,0,2,115260,27269,0
70000,2,2.0,1.0,28,0,0,0,0,0,0,45738,36105,27484,28526,30053,30379,4016,2000,2000,2000,2000,2000,0,198285,14016,1
200000,1,3.0,2.0,30,0,0,0,0,0,0,24853,24065,19153,20606,21032,89162,3158,3007,3014,2007,70012,4037,0,198871,85235,0
90000,2,2.0,2.0,39,-1,0,0,-2,-1,0,2618,8489,371,385,13273,20971,7639,11336,1501,13278,10022,14045,-4,46107,57821,0
500000,2,1.0,1.0,36,-1,-1,-1,0,0,-1,51465,24201,384973,349790,315125,16576,24201,384986,7017,6342,16576,43710,-4,1142130,482832,0
150000,2,2.0,1.0,24,0,-1,-1,-1,-1,-1,1473,1473,3323,5953,2559,4509,1473,3323,5970,2571,4515,4019,-5,19290,21871,0
160000,2,1.0,1.0,48,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0
50000,2,2.0,1.0,42,0,0,0,0,0,0,11618,12641,13953,13924,14399,14610,1216,1528,499,700,600,541,0,81145,5084,0
180000,1,1.0,2.0,34,-1,-1,-1,-1,-1,-1,4400,2990,3762,5231,2092,3395,3018,3772,5254,2098,3403,215,-6,21870,17760,0
310000,2,1.0,1.0,31,-2,-2,-2,-2,-2,-2,0,0,24480,0,0,1635,0,24480,0,0,1635,3008,-12,26115,29123,0
500000,2,3.0,1.0,38,-2,-2,-2,-2,-2,-2,13655,8351,2340,2340,11435,189,8351,2340,2340,11435,189,5391,-12,38310,30046,0
80000,1,3.0,2.0,28,1,2,2,0,0,0,38151,39227,38318,42614,86966,41950,2000,0,5000,1500,1500,7000,5,287226,17000,1
200000,1,2.0,2.0,28,0,0,0,-1,-1,-1,99216,100142,34162,712,712,862,5300,3000,8712,712,862,704,-3,235806,19290,0
30000,1,3.0,1.0,48,0,0,2,2,3,2,20817,23860,24372,25776,25088,24537,3400,1200,2100,0,0,2200,9,144450,8900,0
190000,1,1.0,2.0,29,1,-1,2,2,2,-1,0,2214,66,66,0,4433,2214,0,0,66,4433,0,5,6779,6713,1
90000,2,2.0,2.0,28,0,0,0,0,0,-2,81553,39759,29601,20650,0,0,2000,1396,1050,0,0,0,-2,171563,4446,0
50000,2,1.0,2.0,23,1,2,0,0,0,0,34443,33590,34651,35677,36485,37300,0,1600,1600,1400,1400,1400,3,212146,7400,0
60000,2,3.0,1.0,47,0,0,0,0,0,0,59098,23100,17708,10148,9284,2241,1392,1000,203,186,347,17971,0,121579,21099,1
50000,1,3.0,1.0,43,0,0,0,-1,0,0,10898,8754,0,16475,16821,17220,1000,0,16475,611,679,344,-1,70168,19109,0
190000,2,3.0,1.0,43,0,0,0,0,0,0,93359,95376,98954,101512,106708,109639,3404,4954,4512,6708,4639,4793,0,605548,29010,0
20000,1,3.0,1.0,29,0,0,0,0,-2,-2,14171,11136,20649,-1001,-1,-1,2000,10000,0,1000,0,0,-4,44953,13000,0
50000,1,2.0,1.0,29,1,2,0,0,0,2,23451,22781,24108,25203,26681,26117,0,2000,1800,2200,0,2250,5,148341,8250,1
120000,2,2.0,2.0,30,0,0,0,0,0,0,116887,117419,116281,117392,117791,112505,4615,7175,4529,4625,4029,4237,0,698275,29210,0
220000,2,2.0,2.0,34,0,0,0,0,0,0,93815,96121,56148,35642,33516,30177,4300,2407,2000,2000,1100,1000,0,345419,12807,0
130000,2,1.0,2.0,30,2,3,2,2,0,0,9123,8830,9533,10220,10353,10636,0,1000,1000,600,600,400,9,58695,3600,1
30000,2,2.0,2.0,41,0,0,0,0,0,0,25159,25931,27369,25111,22235,19000,1762,2200,790,922,663,1310,0,144805,7647,0
30000,2,3.0,2.0,44,1,2,2,-2,-2,-2,3213,3000,0,0,0,0,0,0,0,0,0,0,-1,6213,0,0
50000,1,3.0,1.0,45,0,0,0,0,0,0,29875,15028,5639,6389,7130,7857,1700,1250,1000,1000,1000,1000,0,71918,6950,0
320000,2,2.0,2.0,30,-1,-1,-1,-1,-1,0,3690,3720,4206,15610,10556,11863,3720,4206,15610,10556,8000,5600,-5,49645,47692,0
500000,2,2.0,1.0,50,-2,-1,-1,-1,-1,-1,16984,86772,53170,28622,19140,0,87004,53192,28622,19140,0,20211,-7,204688,208169,0
30000,1,2.0,2.0,24,0,0,0,-1,-1,2,25063,22275,0,517,25420,24863,1545,0,1517,25420,0,980,0,98138,29462,0
270000,2,2.0,2.0,30,0,0,0,0,0,0,280435,276971,225836,219426,210514,180129,13600,8000,7000,10000,7000,10000,0,1393311,55600,0
360000,2,2.0,2.0,35,0,0,0,0,0,0,35327,42032,35665,37071,38680,42352,10000,2453,5000,5000,10000,10017,0,231127,42470,0
170000,2,1.0,1.0,40,-1,-1,-1,-1,-1,-1,511,997,2446,720,236,210,1001,2446,720,236,210,52,-6,5120,4665,0
120000,2,1.0,1.0,36,-1,2,2,-2,-1,0,536,210,-116,-442,732,406,0,0,0,1500,0,0,0,1326,1500,1
70000,1,1.0,2.0,29,-1,-1,0,-1,2,-1,2343,14336,13155,3929,1953,967,15000,4000,4000,0,1000,1000,-2,36683,25000,0
230000,2,2.0,1.0,35,-2,-2,-2,-2,-2,-2,2132,1520,3543,3351,-4,3267,1531,3553,3351,4,3271,4649,-12,13809,16359,0
450000,2,1.0,2.0,54,1,-2,-2,-1,-1,-1,-237,-2400,-2400,3990,30050,9993,0,0,6390,30050,9993,0,-6,38996,46433,0
10000,1,2.0,2.0,22,1,2,2,2,0,0,7019,6760,8882,8520,8694,8871,0,2400,0,174,177,181,7,48746,2932,1
200000,1,1.0,2.0,33,2,2,2,2,2,2,156558,167453,170010,172226,175918,179441,15000,6800,6500,6600,6600,5200,12,1021606,46700,1
30000,1,1.0,2.0,26,1,2,2,0,0,0,24599,23397,22721,22403,21972,22512,1700,0,1700,900,1000,900,5,137604,6200,0
360000,2,3.0,1.0,56,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,253,-9,0,253,0
50000,1,1.0,2.0,42,1,2,2,2,2,2,44350,43360,45892,46886,48037,47551,0,3300,2000,2000,396,1600,11,276076,9296,0
110000,2,2.0,2.0,40,0,0,0,0,0,0,111720,86877,133187,65025,62777,62105,3406,2357,2239,3617,2247,2500,0,521691,16366,1
40000,2,2.0,2.0,27,0,0,0,0,0,0,29009,34183,35606,37018,37184,38066,9000,2000,2000,1349,1500,1500,0,211066,17349,0
140000,1,2.0,2.0,28,2,2,2,2,2,2,12642,13740,13818,13994,14222,14537,1600,600,700,600,700,600,12,82953,4800,1
20000,2,2.0,1.0,37,1,2,2,0,0,0,19911,20797,20085,20126,20469,20655,1500,0,500,650,600,0,5,122043,3250,1
300000,1,2.0,1.0,41,0,0,0,0,-1,0,39260,29318,16703,16000,10154,10154,2052,3012,2048,10154,0,4589,-1,121589,21855,0
10000,2,2.0,2.0,22,1,-1,-1,-2,-2,-2,0,1000,0,0,0,0,1000,0,0,0,0,0,-7,1000,1000,1
200000,1,1.0,2.0,31,1,-2,-1,-1,-1,-1,0,0,50307,28281,42163,0,0,50307,28281,42163,5040,3036,-5,120751,128827,0
500000,1,2.0,2.0,28,0,0,0,0,0,0,24677,28287,32988,21579,26674,28697,7013,8071,3013,8012,5019,2006,0,162902,33134,0
160000,2,2.0,2.0,27,0,0,0,0,0,-2,78592,80240,39835,41150,0,0,3700,1700,2000,0,0,0,-2,239817,7400,0
80000,2,1.0,2.0,26,0,0,0,0,0,0,78128,71083,58715,39389,12012,2900,3362,1389,889,900,58,0,0,262227,6598,1
360000,1,1.0,2.0,26,1,-2,-2,-2,-2,-1,-1917,-1917,-1917,-1917,-1917,18083,0,0,0,0,20000,1000,-8,8498,21000,0
280000,2,1.0,2.0,23,0,0,0,0,0,0,262579,235354,199360,193888,193132,188016,6453,6000,5334,5397,5400,5894,0,1272329,34478,0
50000,2,2.0,1.0,31,2,4,3,2,0,0,13815,13307,12755,8400,3150,0,0,3,17,0,0,0,11,51427,20,1
210000,2,2.0,2.0,35,0,0,0,0,0,0,209802,208421,190737,142271,137171,130687,8800,8023,4809,5001,5000,5000,0,1019089,36633,0
280000,2,1.0,1.0,47,0,0,0,0,-1,0,257561,270827,212405,194345,161084,174622,20000,15000,0,161084,15000,20000,-1,1270844,231084,0
160000,1,4.0,2.0,46,0,0,0,0,-2,-2,169746,159376,162998,0,0,0,4318,4000,0,0,0,73175,-4,492120,81493,0
240000,2,2.0,1.0,44,0,0,0,0,0,0,21468,15503,17812,14328,11110,7567,3000,3000,2880,306,2000,2000,0,87788,13186,0
200000,2,1.0,2.0,31,1,-2,-2,-1,-1,-1,4035,4195,0,2907,2400,945,4210,0,2907,2400,945,0,-6,14482,10462,0
360000,1,1.0,2.0,32,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,-12,0,0,0
190000,2,1.0,2.0,28,-2,-2,-2,-2,-2,-2,0,2278,918,859,1300,514,2278,918,864,1300,514,175,-12,5869,6049,0
500000,1,2.0,1.0,39,-1,-1,-1,-1,-1,-1,23800,297,9342,3518,5597,717,297,9342,3518,5597,717,25349,-6,43271,44820,0
50000,2,1.0,2.0,29,0,0,2,0,0,0,6161,8998,8319,8672,9390,9861,3500,0,1282,1000,1000,3000,2,51401,9782,0
320000,2,3.0,1.0,39,-1,-1,-1,-1,-1,0,3065,41679,8275,8275,7606,14611,41679,8344,8275,7606,10000,11010,-5,83511,86914,0
30000,1,2.0,1.0,39,1,2,0,0,0,0,30559,26457,27469,28013,28614,29636,129,1456,1000,1050,1500,1505,3,170748,6640,0
50000,2,2.0,1.0,27,0,0,0,0,0,0,40491,41522,42725,40802,42422,47912,2003,2206,3000,3000,8000,0,0,255874,18209,0
100000,2,1.0,1.0,41,1,-2,-2,-2,-2,-1,0,0,0,0,0,18149,0,0,0,0,18149,0,-8,18149,18149,0
120000,1,2.0,1.0,32,-1,-1,-1,-1,-1,-1,1166,1491,995,1318,1322,2826,2000,1000,2000,1500,3000,0,-6,9118,9500,0
50000,2,2.0,2.0,22,0,0,0,0,0,0,45417,45009,44639,52198,43181,31473,2000,2000,10052,2000,1136,2000,0,261917,19188,0
120000,2,2.0,2.0,25,3,3,2,2,2,2,87057,84821,85194,76326,75122,75011,0,2700,2500,3200,2500,0,14,483531,10900,1
120000,1,1.0,2.0,41,0,0,0,0,0,2,113796,116467,116060,115711,121575,120940,6000,4500,4500,7900,3000,4023,2,704549,29923,0
50000,1,2.0,1.0,36,0,0,2,0,0,0,14668,17194,13948,12165,10242,8428,2800,0,500,360,500,125,2,76645,4285,0
30000,1,2.0,2.0,29,0,0,0,2,2,2,19363,20723,22492,22819,24441,23910,2000,2100,1000,2000,0,1000,6,133748,8100,1
200000,2,1.0,2.0,32,0,0,0,0,2,0,219146,212111,206307,204787,195475,191626,7950,7700,11800,4000,10000,10000,2,1229452,51450,0
50000,1,3.0,2.0,30,1,2,3,2,2,2,31217,33423,32600,31777,33966,34759,3000,0,0,2700,1500,0,12,197742,7200,0
330000,2,3.0,1.0,45,0,0,0,0,0,0,33369,34509,35406,34770,35468,36211,2000,1470,1374,1072,1113,2000,0,209733,9029,0
280000,2,1.0,2.0,32,0,0,0,0,0,0,157480,155362,156387,159584,163009,161769,6400,6100,5600,5805,7007,5400,0,953591,36312,0
250000,1,1.0,1.0,40,-1,-1,-1,-1,-1,-1,396,396,396,396,396,396,396,396,396,396,396,109,-6,2376,2089,0
260000,1,2.0,1.0,37,0,0,0,0,0,0,131472,134283,130398,134075,130448,134477,5036,5000,5035,5000,5097,5008,0,795153,30176,0
50000,1,1.0,2.0,33,0,0,0,0,0,0,21171,22698,14125,18025,9063,10747,2028,2000,4000,2000,2000,2000,0,95829,14028,0
120000,2,2.0,2.0,29,0,0,0,0,0,0,61470,63335,66278,68928,67963,67900,3000,3500,3500,1902,2091,3000,0,395874,16993,0
290000,2,2.0,1.0,55,1,-2,-1,-1,-1,2,0,166,2462,-150,1134,777,166,2462,150,1833,0,500,-2,4389,5111,1
100000,2,2.0,1.0,32,1,-2,-2,-2,-1,-1,-350,-740,-1130,-1520,780,0,0,0,0,2300,0,0,-7,-2960,2300,0
110000,2,1.0,2.0,29,0,0,0,0,0,0,105102,107388,106805,107608,108643,109689,5289,3875,3830,4000,4000,5000,0,645235,25994,1
30000,2,2.0,2.0,22,0,0,0,0,0,0,20439,21664,18969,23317,17689,20013,1595,2000,5000,0,5400,300,0,122091,14295,0
30000,2,1.0,1.0,41,0,0,0,0,0,0,26480,27529,28783,28312,28159,28870,1481,1735,994,2003,1180,1238,0,168133,8631,0
230000,2,1.0,2.0,38,-2,-2,-2,-1,0,0,0,0,0,1158,1158,1158,0,0,1158,0,0,0,-7,3474,1158,0
110000,2,3.0,2.0,52,2,2,2,0,0,0,32085,34601,31304,29291,26415,23170,3393,0,1600,1000,1000,1360,6,176866,8353,0
350000,1,1.0,2.0,32,0,0,0,0,0,0,92134,120340,142794,101923,103119,84834,30000,25000,5000,5000,4000,5000,0,645144,74000,0
310000,2,1.0,2.0,27,0,0,0,0,0,0,134525,115126,105687,102306,93929,87681,6200,5222,5197,4000,5000,3980,0,639254,29599,0
110000,1,1.0,2.0,30,1,2,-1,-1,-1,0,2932,2373,2373,1475,3102,3151,0,2373,1475,4000,3000,2373,0,15406,13221,0
